"chr" "pos" "mu1" "mu2" "diff" "diff.se" "stat" "phi1" "phi2" "pval" "fdr" "postprob.overThreshold"
"chr19" 24257634 0.00288476453151786 0.240477236736479 -0.237592472204961 0.0222696765754245 -10.6688784365712 0.049850942957402 0.0497870683678639 1.42334001917491e-26 2.87660046258268e-22 0.999999999676366
"chr19" 24257635 0.00288476453151786 0.240477236736479 -0.237592472204961 0.0222696765754245 -10.6688784365712 0.049850942957402 0.0497870683678639 1.42334001917491e-26 2.87660046258268e-22 0.999999999676366
"chr19" 24257633 0.00288476453151786 0.240477236736479 -0.237592472204961 0.0223159731705572 -10.6467448400785 0.0498760493545265 0.0497870683678639 1.80569152406056e-26 3.57331305182218e-22 0.999999999649028
"chr19" 21630770 0.00278889802697857 0.304878953453366 -0.302090055426387 0.0329600498655402 -9.16533975703183 0.0497952965018143 0.0497870683678639 4.93911381310238e-20 2.5777832026317e-16 0.999999999564355
"chr19" 21630773 0.00278889802697857 0.304878953453366 -0.302090055426387 0.0329600498655402 -9.16533975703183 0.0497952965018143 0.0497870683678639 4.93911381310238e-20 2.5777832026317e-16 0.999999999564355
"chr19" 21630789 0.002742841325966 0.300320450903992 -0.297577609578026 0.0324040648366952 -9.18334199976791 0.049795151743318 0.0497870683678639 4.17915490630914e-20 2.23016610247468e-16 0.999999999460657
"chr19" 24257636 0.00289815198188291 0.236678166593274 -0.233780014611391 0.0219740324082922 -10.6389218996132 0.0498512674171795 0.0497870683678639 1.9638846752024e-26 3.7309095505625e-22 0.999999999428693
"chr19" 21630795 0.00271930117877186 0.298090740675925 -0.295371439497153 0.0321311451425887 -9.1926832419567 0.0497950778780397 0.0497870683678639 3.83162001641911e-20 2.10380301803248e-16 0.999999999400727
"chr19" 24257644 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 24257645 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 24257646 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 24257647 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 24257648 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 24257649 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 24257650 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 24257651 0.00291142187138899 0.236084327001827 -0.233172905130438 0.0219759816449173 -10.6103521971391 0.0498515893076269 0.0497870683678639 2.66741691052506e-26 4.36849306029232e-22 0.999999999319095
"chr19" 21630810 0.00272256624101658 0.295505547711348 -0.292782981470331 0.0318659507796995 -9.18795687266457 0.0497950824030724 0.0497870683678639 4.00373351393748e-20 2.14862507921974e-16 0.999999999274921
"chr19" 21630812 0.00272256624101658 0.295505547711348 -0.292782981470331 0.0318659507796995 -9.18795687266457 0.0497950824030724 0.0497870683678639 4.00373351393748e-20 2.14862507921974e-16 0.999999999274921
"chr19" 21630784 0.00278889802697857 0.293296905034592 -0.290508007007613 0.0318418028502611 -9.1234786037007 0.0497952965018143 0.0497870683678639 7.27508698126595e-20 3.59919771966922e-16 0.999999998904359
"chr19" 21630786 0.00278889802697857 0.293296905034592 -0.290508007007613 0.0318418028502611 -9.1234786037007 0.0497952965018143 0.0497870683678639 7.27508698126595e-20 3.59919771966922e-16 0.999999998904359
"chr19" 21630816 0.00274649348770244 0.29010826968141 -0.287361776193707 0.031415352298536 -9.14717662443972 0.0497951574817334 0.0497870683678639 5.84409189242627e-20 2.98450860579455e-16 0.999999998769464
"chr19" 21630818 0.00274649348770244 0.29010826968141 -0.287361776193707 0.031415352298536 -9.14717662443972 0.0497951574817334 0.0497870683678639 5.84409189242627e-20 2.98450860579455e-16 0.999999998769464
"chr19" 21630820 0.00274649348770244 0.29010826968141 -0.287361776193707 0.0314708054789408 -9.13105882803033 0.0498091293266591 0.0497870683678639 6.78325692470873e-20 3.42727664236294e-16 0.999999998687746
"chr19" 24257950 0.00492521442162911 0.229512105653993 -0.224586891232364 0.0211070472137961 -10.6403747031735 0.0497870683678639 0.0497870683678639 1.93350213453115e-26 3.7309095505625e-22 0.999999998211138
"chr19" 17371617 0.00306737909110928 0.190858018742148 -0.187790639651039 0.014977701078395 -12.5380149241944 0.0497960879726159 0.0497870683678639 4.62434402421854e-36 1.46419063390824e-30 0.999999997705412
"chr19" 17371620 0.00306737909110928 0.190858018742148 -0.187790639651039 0.014977701078395 -12.5380149241944 0.0497960879726159 0.0497870683678639 4.62434402421854e-36 1.46419063390824e-30 0.999999997705412
"chr19" 24257944 0.00479152944172757 0.225782291672332 -0.220990762230605 0.0208905755384348 -10.5784908522038 0.0497870683678639 0.0497870683678639 3.7494872602016e-26 5.8406069986121e-22 0.999999996514948
"chr19" 24257946 0.00479152944172757 0.225782291672332 -0.220990762230605 0.0208905755384348 -10.5784908522038 0.0497870683678639 0.0497870683678639 3.7494872602016e-26 5.8406069986121e-22 0.999999996514948
"chr19" 21630835 0.00283981580138721 0.277949233899464 -0.275109418098077 0.0304049419078064 -9.04818101387141 0.0498289284960131 0.0497870683678639 1.45369642596296e-19 6.9041858054685e-16 0.999999995775375
"chr19" 24257922 0.0044669251963174 0.225005778188234 -0.220538852991917 0.0210077311675193 -10.4979853004259 0.049787068367864 0.0497870683678639 8.82433648649538e-26 1.30969699090504e-21 0.99999999520522
"chr19" 24257665 0.00298865692204913 0.223829956330599 -0.22084129940855 0.0210647313751403 -10.4839361810793 0.0498302152873757 0.0497870683678639 1.02391441823545e-25 1.47363004180832e-21 0.999999995172041
"chr19" 24257666 0.00298865692204913 0.223829956330599 -0.22084129940855 0.0210647313751403 -10.4839361810793 0.0498302152873757 0.0497870683678639 1.02391441823545e-25 1.47363004180832e-21 0.999999995172041
"chr19" 24257955 0.00498978521627224 0.225364214364946 -0.220374429148674 0.0210941751477822 -10.447169780509 0.0497870683678639 0.0497870683678639 1.50963114671485e-25 2.0274483064895e-21 0.999999994234687
"chr19" 21630846 0.00291456017165398 0.272562150007742 -0.269647589836088 0.0298206822921282 -9.0423011517502 0.0498300915348742 0.0497870683678639 1.53407776275079e-19 7.21381081822634e-16 0.999999993607876
"chr19" 17371285 0.00340650847315376 0.251958304923452 -0.248551796450298 0.0261552256657491 -9.50294979774471 0.0497870683678639 0.0497870683678639 2.0402726962938e-21 1.48926382769091e-17 0.999999993250365
"chr19" 24257918 0.00429857063641524 0.222880229103329 -0.218581658466914 0.0209051462201841 -10.4558780007896 0.0497870683678639 0.0497870683678639 1.37717262431198e-25 1.89586772808907e-21 0.999999992958101
"chr19" 21630840 0.00289646824130064 0.271323623663036 -0.268427155421736 0.02975573677916 -9.02102197683554 0.0498297938677161 0.0497870683678639 1.86342697335495e-19 8.46905269593493e-16 0.999999992445692
"chr19" 21630842 0.00289646824130064 0.271323623663036 -0.268427155421736 0.02975573677916 -9.02102197683554 0.0498297938677161 0.0497870683678639 1.86342697335495e-19 8.46905269593493e-16 0.999999992445692
"chr19" 24257667 0.00300114559149871 0.220540093959879 -0.217538948368381 0.0207922415546358 -10.4625058244323 0.0498304132067766 0.0497870683678639 1.28413880073518e-25 1.79379082947401e-21 0.999999992117332
"chr19" 24257668 0.00301352831411985 0.220026699485314 -0.217013171171194 0.0207942734001547 -10.436198803156 0.0498306096061552 0.0497870683678639 1.69461076054519e-25 2.17523901246847e-21 0.999999990841155
"chr19" 24257669 0.00301352831411985 0.220026699485314 -0.217013171171194 0.0207942734001547 -10.436198803156 0.0498306096061552 0.0497870683678639 1.69461076054519e-25 2.17523901246847e-21 0.999999990841155
"chr19" 24257670 0.00301352831411985 0.220026699485314 -0.217013171171194 0.0207942734001547 -10.436198803156 0.0498306096061552 0.0497870683678639 1.69461076054519e-25 2.17523901246847e-21 0.999999990841155
"chr19" 24257903 0.00418717444597926 0.221313556248867 -0.217126381802888 0.0208301005649264 -10.4236837996108 0.0497870683678639 0.0497870683678639 1.9331728722644e-25 2.38478214013832e-21 0.999999990613207
"chr19" 24257909 0.00418717444597926 0.221313556248867 -0.217126381802888 0.0208301005649264 -10.4236837996108 0.0497870683678639 0.0497870683678639 1.9331728722644e-25 2.38478214013832e-21 0.999999990613207
"chr19" 24257911 0.00418717444597926 0.221313556248867 -0.217126381802888 0.0208301005649264 -10.4236837996108 0.0497870683678639 0.0497870683678639 1.9331728722644e-25 2.38478214013832e-21 0.999999990613207
"chr19" 24257687 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0204190962132685 -10.4468053026196 0.0497958515306793 0.0497870683678639 1.51544226387285e-25 2.0274483064895e-21 0.999999985669786
"chr19" 24257671 0.00302580643240776 0.216848114937416 -0.213822308505008 0.0205294230610405 -10.4154075771758 0.0498308045029552 0.0497870683678639 2.10892302646503e-25 2.47311580787482e-21 0.9999999852476
"chr19" 24257682 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0204763143145091 -10.4176132149097 0.0498110227397889 0.0497870683678639 2.06059411142329e-25 2.44664641819844e-21 0.99999998434257
"chr19" 24257690 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0204763143145091 -10.4176132149097 0.0498110227397889 0.0497870683678639 2.06059411142329e-25 2.44664641819844e-21 0.99999998434257
"chr19" 24257692 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0204763143145091 -10.4176132149097 0.0498110227397889 0.0497870683678639 2.06059411142329e-25 2.44664641819844e-21 0.99999998434257
"chr19" 24257962 0.00508136278782534 0.221668058215389 -0.216586695427563 0.021097519163495 -10.2659793196123 0.0497870683678639 0.0497870683678639 1.00298083490379e-24 9.9240774526918e-21 0.999999983627273
"chr19" 17371609 0.00310697989111466 0.182939382690225 -0.17983240279911 0.0144519390275369 -12.4434792076313 0.0497962126395994 0.0497870683678639 1.51747171294052e-35 3.60354007671986e-30 0.999999983430919
"chr19" 24257672 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0205319514233996 -10.3893837559136 0.0498309979143544 0.0497870683678639 2.77137882737219e-25 3.06102014016779e-21 0.999999982946121
"chr19" 24257683 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0205319514233996 -10.3893837559136 0.0498309979143544 0.0497870683678639 2.77137882737219e-25 3.06102014016779e-21 0.999999982946121
"chr19" 24257688 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0205319514233996 -10.3893837559136 0.0498309979143544 0.0497870683678639 2.77137882737219e-25 3.06102014016779e-21 0.999999982946121
"chr19" 24257691 0.00303798126627134 0.216352303861746 -0.213314322595475 0.0205319514233996 -10.3893837559136 0.0498309979143544 0.0497870683678639 2.77137882737219e-25 3.06102014016779e-21 0.999999982946121
"chr19" 17371629 0.00304464260218635 0.185575000501656 -0.18253035789947 0.0149660962736959 -12.1962570974692 0.0497960142147715 0.0497870683678639 3.25442551976203e-34 2.2080812233654e-29 0.999999982510159
"chr19" 24257960 0.0050588428493571 0.221115259463517 -0.21605641661416 0.0210779362041624 -10.2503591680619 0.0497870683678639 0.0497870683678639 1.1790459670691e-24 1.11995218319959e-20 0.999999981652498
"chr19" 24257887 0.0038563766192301 0.217246779674509 -0.213390403055279 0.0206215053492559 -10.3479546929865 0.0497870683678639 0.0497870683678639 4.27521216782089e-25 4.56285228535923e-21 0.999999980864308
"chr19" 17371626 0.00304614460528028 0.184463543312117 -0.181417398706836 0.0148735730017505 -12.1972977633205 0.0497960254380205 0.0497870683678639 3.21310829888451e-34 2.2080812233654e-29 0.999999977996038
"chr19" 17371299 0.00330641485281057 0.242838086758303 -0.239531671905492 0.0255151749608067 -9.38781224402466 0.0497870683678639 0.049787068367864 6.12594110913344e-21 4.01304064878874e-17 0.999999977316716
"chr19" 24257693 0.00305005411350616 0.213279463834155 -0.210229409720649 0.0202746245767139 -10.3690901365495 0.0498311898572696 0.0497870683678639 3.42772832155369e-25 3.74244894031888e-21 0.999999972879498
"chr19" 17371606 0.00312315942462071 0.179624839026312 -0.176501679601691 0.0142536657748478 -12.3828973114515 0.0497962613024127 0.0497870683678639 3.2345155262127e-35 6.14480321607784e-30 0.99999996000656
"chr19" 24257696 0.0030856733912981 0.209364799154396 -0.206279125763098 0.0198487564218646 -10.3925465847255 0.049787068367864 0.0497870683678639 2.68097661009806e-25 3.06102014016779e-21 0.999999957090902
"chr19" 17371305 0.00329410170792453 0.241414470368203 -0.238120368660279 0.0257997378202505 -9.22956544439671 0.0497870683678639 0.0497870683678639 2.71732055500182e-20 1.56432027199099e-16 0.99999995687909
"chr19" 24257698 0.0030856733912981 0.209364799154396 -0.206279125763098 0.0199092411372878 -10.3609737980801 0.0497960031970948 0.0497870683678639 3.7314353079726e-25 4.02774519356479e-21 0.999999953058053
"chr19" 24257567 0.00260661911298395 0.3273528094463 -0.324746190333316 0.042227011414863 -7.69048482126332 0.0498442200796779 0.0497870683678641 1.46578518946765e-14 2.94983058426172e-11 0.999999948777417
"chr19" 24257697 0.0030856733912981 0.209364799154396 -0.206279125763098 0.0200260629127053 -10.3005331932831 0.0498317570404716 0.0497870683678639 7.00718244898594e-25 7.23476354852474e-21 0.999999944290268
"chr19" 24257964 0.00513287176966935 0.216761501765802 -0.211628629996133 0.0210579977369287 -10.0497983065601 0.0497870683678639 0.0497870683678639 9.20556376859366e-24 7.87764046172229e-20 0.999999942417712
"chr19" 24257703 0.00310893248231398 0.207174690194407 -0.204065757712093 0.0197649180188989 -10.3246447830934 0.0497960773338032 0.0497870683678639 5.452022996561e-25 5.69095341095974e-21 0.999999929972166
"chr19" 17371603 0.00313197308190997 0.176429733295874 -0.173297760213964 0.0140618189960556 -12.3239930952442 0.0497962842162452 0.0497870683678639 6.72785841226243e-35 9.74794819301886e-30 0.999999906862601
"chr19" 24257705 0.00313181299743023 0.205030954310238 -0.201899141312808 0.0196228628176493 -10.2889748141752 0.0497961503729983 0.0497870683678639 7.90131221951554e-25 8.07021338825099e-21 0.999999896466305
"chr19" 24257553 0.00254792278855919 0.331054660821996 -0.328506738033437 0.0440854725238217 -7.45158709268517 0.0498428701021397 0.0497870683678638 9.22239792751242e-14 1.56152786869617e-10 0.99999989098323
"chr19" 17371596 0.00314400467865122 0.174770352857675 -0.171626348179023 0.0139321712977934 -12.3187078676104 0.0497963227469839 0.0497870683678639 7.18360607141239e-35 9.74794819301886e-30 0.999999863415067
"chr19" 17371317 0.00323060636677171 0.231758439367526 -0.228527833000755 0.0250310298287533 -9.12978149777295 0.0497870683678639 0.0497870683678639 6.86376859080136e-20 3.4496066185346e-16 0.999999858732917
"chr19" 24257711 0.00316544391511956 0.201301814036576 -0.198136370121456 0.0193513106325555 -10.2389121793189 0.0497962579266805 0.0497870683678639 1.32720185619284e-24 1.24820049421827e-20 0.99999980245
"chr19" 37339764 0.0051168529617713 0.195711048059083 -0.190594195097311 0.0180171982932903 -10.5784590919604 0.0497870683678639 0.0497870683678639 3.75075827383815e-26 5.8406069986121e-22 0.999999752455828
"chr19" 37339761 0.00500500845469997 0.194896040594112 -0.189891032139412 0.017967426965174 -10.5686269106576 0.049787068367864 0.0497870683678639 4.16548604661696e-26 6.38179336445245e-22 0.999999717774891
"chr19" 17371587 0.00312555360102676 0.170834263710504 -0.167708710109477 0.0136655187499927 -12.2723998391621 0.0497962595884677 0.0497870683678639 1.27419837245501e-34 1.3017098412197e-29 0.999999637812551
"chr19" 24257722 0.00320904326262183 0.197299077983957 -0.194090034721335 0.0190157262041216 -10.2068168545289 0.0497870683678639 0.0497870683678639 1.84829055021109e-24 1.64079834377057e-20 0.99999962512288
"chr19" 24257726 0.00320904326262183 0.197299077983957 -0.194090034721335 0.0190157262041216 -10.2068168545289 0.0497870683678639 0.0497870683678639 1.84829055021109e-24 1.64079834377057e-20 0.99999962512288
"chr19" 24257728 0.00320904326262183 0.197299077983957 -0.194090034721335 0.0190157262041216 -10.2068168545289 0.0497870683678639 0.0497870683678639 1.84829055021109e-24 1.64079834377057e-20 0.99999962512288
"chr19" 24257735 0.00320904326262183 0.197299077983957 -0.194090034721335 0.0190801825091023 -10.1723363824609 0.0497963977102392 0.0497870683678639 2.63510820868956e-24 2.29636383969729e-20 0.999999591571544
"chr19" 17371575 0.00313748625271538 0.16927783319171 -0.166140346938994 0.0135442267655795 -12.2665065946189 0.0497962977226066 0.0497870683678639 1.37039398789289e-34 1.3017098412197e-29 0.999999478340878
"chr19" 17371577 0.00313748625271538 0.16927783319171 -0.166140346938994 0.0135442267655795 -12.2665065946189 0.0497962977226066 0.0497870683678639 1.37039398789289e-34 1.3017098412197e-29 0.999999478340878
"chr19" 48193789 0.00436259712657756 0.278097635407456 -0.273735038280879 0.035651619863171 -7.67805332075959 0.0497998833356615 0.0497870683678639 1.61524264009569e-14 3.23007721889282e-11 0.999999450785231
"chr19" 17371560 0.00317669159640166 0.168570827327522 -0.165394135731121 0.0135206981732303 -12.2326623678787 0.0497964134933711 0.0497870683678639 2.08007349956061e-34 1.79620019614785e-29 0.999999339587858
"chr19" 17371563 0.00316406262383974 0.167699705882788 -0.164535643258949 0.0134616494591939 -12.2225470034488 0.0497963732050632 0.0497870683678639 2.35586143476331e-34 1.86482138304414e-29 0.999999182708763
"chr19" 17371637 0.00300619275986995 0.174118902081427 -0.171112709321557 0.0148519200105521 -11.5212517438811 0.0497958999644552 0.0497870683678639 1.03102202607447e-30 4.08061334219841e-26 0.999999158226504
"chr19" 37339770 0.00508448545155523 0.187552466781299 -0.182467981329744 0.0173302820767886 -10.5288523591969 0.0497870683678639 0.0497870683678639 6.36051912371755e-26 9.59004746862989e-22 0.999999025326601
"chr19" 17371555 0.00319783641762142 0.166607603250099 -0.163409766832478 0.0134155940896556 -12.1805837103016 0.0497964757901099 0.0497870683678639 3.94448644935109e-34 2.49785919233974e-29 0.99999885828884
"chr19" 53933778 0.182238645826993 0.00320421752187265 0.17903442830512 0.0167312296172202 10.7006139059172 0.0497870683678639 0.0497966206470054 1.01106125260569e-26 2.18269741505703e-22 0.999998842421031
"chr19" 53933773 0.181885486464462 0.00320139400932279 0.178684092455139 0.0167323357416906 10.6789688668466 0.0497870683678639 0.049796614283443 1.27681963873474e-26 2.69516764098079e-22 0.99999871513061
"chr19" 48193777 0.00427472356083324 0.264854896571346 -0.260580173010512 0.0343174303509009 -7.59323091344662 0.0497996252733819 0.0497870683678639 3.12025773328683e-14 6.04871513407039e-11 0.999998560437973
"chr19" 23118837 0.0109003429264585 0.202236554800125 -0.191336211873666 0.0195345192689728 -9.79477453420472 0.0497870683678639 0.0497870683678639 1.18561631478311e-22 9.54401038208629e-19 0.999998534747259
"chr19" 17371254 0.00347696785867337 0.252724718190597 -0.249247750331924 0.0321571738699367 -7.75092212207561 0.0497870683678639 0.0506336317828542 9.12276257201479e-15 1.92140348379277e-11 0.999998268009152
"chr19" 23118822 0.0109003429264585 0.202236554800125 -0.191336211873666 0.019741102945284 -9.69227567497057 0.0498193414579118 0.0497870683678639 3.25200571155803e-22 2.4911412784635e-18 0.999998142332719
"chr19" 17371353 0.00313212423408702 0.210719185190718 -0.207587060956631 0.0232932143627826 -8.91191132849012 0.0497870683678639 0.0497870683678641 5.01602444234091e-19 2.12706307914767e-15 0.99999807031645
"chr19" 17371255 0.00347696785867337 0.252724718190597 -0.249247750331924 0.0323459116278037 -7.70569564401076 0.0497972366139672 0.0506336317828542 1.30132441044994e-14 2.63561200639272e-11 0.999998026129277
"chr19" 23118818 0.0109003429264585 0.202236554800125 -0.191336211873666 0.0199419476300141 -9.59466023196708 0.0498585339313773 0.0497870683678639 8.41940386492288e-22 6.29718373481334e-18 0.999997676286021
"chr19" 23118823 0.0109003429264585 0.202236554800125 -0.191336211873666 0.0199419476300141 -9.59466023196708 0.0498585339313773 0.0497870683678639 8.41940386492288e-22 6.29718373481334e-18 0.999997676286021
"chr19" 17371541 0.00320584248906108 0.163858932679772 -0.160653090190711 0.0132564393062179 -12.1188719293089 0.049796496263486 0.0497870683678639 8.39060642248069e-34 4.68827601681527e-29 0.999997623083592
"chr19" 17371543 0.00320584248906108 0.163858932679772 -0.160653090190711 0.0132564393062179 -12.1188719293089 0.049796496263486 0.0497870683678639 8.39060642248069e-34 4.68827601681527e-29 0.999997623083592
"chr19" 23118838 0.0109003429264585 0.202236554800125 -0.191336211873666 0.0201358679153205 -9.50225799445609 0.0499321470831713 0.0497870683678639 2.05387587303143e-21 1.48926382769091e-17 0.999997133383671
"chr19" 17371357 0.00312917930782952 0.206966562245207 -0.203837382937377 0.0229754831929241 -8.87195195094544 0.0497870683678639 0.049787068367864 7.18747940593776e-19 2.93014718373913e-15 0.999996900507964
"chr19" 16414331 0.183134398455663 0.00206945840553469 0.181064940050128 0.0180649568123842 10.0229932421428 0.0497870683678639 0.0497870683678639 1.20788321030807e-23 1.02441437839949e-19 0.999996395355033
"chr19" 23118813 0.0109190956230131 0.201149292806925 -0.190230197183912 0.0201852740996579 -9.42420678781547 0.0498586637760864 0.0497870683678639 4.33368655521139e-21 2.89893111624239e-17 0.999996090851413
"chr19" 23118846 0.0109352939115071 0.195674788915003 -0.184739495003496 0.0189713733718555 -9.73780291929528 0.0497870683678639 0.0497870683678639 2.08002752507759e-22 1.61948897173828e-18 0.999996028290242
"chr19" 53933780 0.177437043281359 0.00320711592190499 0.174229927359454 0.0166440032221532 10.4680301387802 0.0497870683678639 0.0497966271764998 1.21137517823973e-25 1.7174045586662e-21 0.999995899343238
"chr19" 17371525 0.00322882902873165 0.163579265126534 -0.160350436097803 0.0135407109896383 -11.8420987066711 0.049860165232995 0.0497870683678639 2.3646070547708e-32 1.12304647459284e-27 0.999995843535933
"chr19" 23118814 0.0109656856998139 0.201598214392304 -0.19063252869249 0.0204119794342326 -9.33924753876555 0.0499330435959539 0.0497870683678639 9.70211570177765e-21 6.18513131731849e-17 0.999995505474807
"chr19" 48193734 0.00401363528109298 0.249818257386136 -0.245804622105043 0.032885193056979 -7.47462913412569 0.0497988324649876 0.0497870683678639 7.74218866502361e-14 1.34691395039059e-10 0.999995369532598
"chr19" 7077750 0.219499362569323 0.00283830903098448 0.216661053538339 0.0264514413715423 8.19089782273387 0.0497870683678639 0.0497870683678639 2.59284644534851e-16 7.20144146639662e-13 0.99999484066224
"chr19" 7077777 0.219499362569323 0.00283830903098448 0.216661053538339 0.0264514413715423 8.19089782273387 0.0497870683678639 0.0497870683678639 2.59284644534851e-16 7.20144146639662e-13 0.99999484066224
"chr19" 23118801 0.0108599842277974 0.20000507062531 -0.189145086397513 0.0202277020277783 -9.35079457556593 0.0498191901574947 0.0497870683678639 8.69917192428567e-21 5.65970508728799e-17 0.999994761307565
"chr19" 59045203 0.534323908856935 0.0018349876251645 0.532488921231771 0.0985100321491705 5.40542835703718 0.0497870683678639 0.0497870683678639 6.46536900706674e-08 2.39241321092036e-05 0.999994340435067
"chr19" 23118791 0.0107233788834541 0.199095785660933 -0.188372406777479 0.020156097514581 -9.34567847973598 0.0498187772298746 0.0497870683678639 9.13021944520877e-21 5.85987354501007e-17 0.99999418472231
"chr19" 23118792 0.0107233788834541 0.199095785660933 -0.188372406777479 0.020156097514581 -9.34567847973598 0.0498187772298746 0.0497870683678639 9.13021944520877e-21 5.85987354501007e-17 0.99999418472231
"chr19" 16414297 0.181635446672459 0.00205280465756307 0.179582642014896 0.0181867474818459 9.87436825601478 0.0497870683678639 0.0498029447685869 5.37707045427998e-23 4.40307903716506e-19 0.999993952239683
"chr19" 23118817 0.0109190952403488 0.197794924146634 -0.186875828906286 0.0198714888150773 -9.4042188104444 0.0454803268989419 0.0497870683678639 5.24181288142844e-21 3.45770362486892e-17 0.999993841030064
"chr19" 23118802 0.0108599842277974 0.20000507062531 -0.189145086397513 0.0206041810979739 -9.17993709617086 0.043930291298708 0.0497870683678639 4.31343326907601e-20 2.28896312493292e-16 0.999992426963663
"chr19" 23118847 0.0109352939115071 0.195674788915003 -0.184739495003496 0.0195961998384878 -9.42731226085269 0.0499329078942889 0.0497870683678639 4.20731509783976e-21 2.83435777669222e-17 0.999992348529185
"chr19" 48193724 0.00389005342859522 0.242933420766493 -0.239043367337898 0.0322048844248388 -7.42258112727553 0.0497984641387486 0.0497870683678639 1.14859589614192e-13 1.89086355256029e-10 0.999992108324378
"chr19" 48193726 0.00389005342859522 0.242933420766493 -0.239043367337898 0.0322048844248388 -7.42258112727553 0.0497984641387486 0.0497870683678639 1.14859589614192e-13 1.89086355256029e-10 0.999992108324378
"chr19" 48193728 0.00389005342859522 0.242933420766493 -0.239043367337898 0.0322048844248388 -7.42258112727553 0.0497984641387486 0.0497870683678639 1.14859589614192e-13 1.89086355256029e-10 0.999992108324378
"chr19" 16414335 0.18051291906593 0.00204850445826409 0.178464414607666 0.0182154390109234 9.79742593635238 0.0497870683678639 0.0497870683678639 1.15491187655642e-22 9.37630507096936e-19 0.999991747385056
